order_id,account_id,company,status,currency,subtotal,tax,total,created_at
511,24216,Martinez-Sanchez,created,USD,1.01,0.07,1.08,2026-03-03T17:28:02.132086Z
512,12488,Thomas-Preston,confirmed,EUR,1290.6,258.12,1548.72,2026-03-03T17:28:02.117167Z
513,12157,Anderson PLC,invoiced,EUR,1.04,0.21,1.25,2026-03-03T17:28:02.059652Z
514,56943,Chen and Sons,invoiced,GBP,349.64,69.93,419.57,2026-03-03T17:28:03.912971Z
515,31584,Frye-Hardin,paid,EUR,693.0,138.6,831.6,2026-03-03T17:28:02.101866Z
516,41203,"Norton, Cunningham and Serrano",confirmed,EUR,11231.0,2246.2,13477.2,2026-03-03T17:28:02.148121Z
517,66613,"Odom, Powell and Gonzalez",confirmed,EUR,5445.1,1089.02,6534.12,2026-03-03T17:28:02.179877Z
518,58720,"Kelly, Armstrong and Palmer",invoiced,GBP,3412.45,682.49,4094.94,2026-03-03T17:28:02.050834Z
519,89095,Johnson-Rivera,created,USD,17578.0,1230.46,18808.46,2026-03-03T17:28:02.103533Z
520,11781,Huynh Group,confirmed,EUR,4158.0,831.6,4989.6,2026-03-03T17:28:02.162583Z
521,23086,Garrison LLC,paid,GBP,930.07,186.01,1116.08,2026-03-03T17:28:02.189503Z
522,20045,Hughes PLC,created,USD,3762.78,263.39,4026.17,2026-03-03T17:28:02.237747Z
523,99642,"Zuniga, Ballard and Bennett",invoiced,USD,265.58,18.59,284.17,2026-03-03T17:28:02.296028Z
524,39531,Ray Group,paid,USD,796.27,55.74,852.01,2026-03-03T17:28:02.305791Z
525,81511,Wells and Sons,created,GBP,2589.0,517.8,3106.8,2026-03-03T17:28:02.433600Z
526,30143,Lopez LLC,created,GBP,13377.0,2675.4,16052.4,2026-03-03T17:28:02.412342Z
527,66844,Rhodes-Nunez,confirmed,GBP,3386.04,677.21,4063.25,2026-03-03T17:28:02.531056Z
528,17434,"Torres, Salas and Freeman",created,USD,117.13,8.2,125.33,2026-03-03T17:28:02.529133Z
529,95212,Manning and Sons,created,GBP,9588.2,1917.64,11505.84,2026-03-03T17:28:02.615138Z
530,53100,Francis PLC,confirmed,EUR,24953.0,4990.6,29943.6,2026-03-03T17:28:02.647214Z
531,99491,Chaney Group,confirmed,GBP,4577.23,915.45,5492.68,2026-03-03T17:28:02.701143Z
532,37483,"Montgomery, Davis and Freeman",created,USD,14382.0,1006.74,15388.74,2026-03-03T17:28:02.817211Z
533,59493,Vazquez LLC,created,GBP,67116.0,13423.2,80539.2,2026-03-03T17:28:02.885616Z
534,65351,"Gonzalez, Black and Wright",paid,USD,43523.0,3046.61,46569.61,2026-03-03T17:28:02.917742Z
535,28451,Myers-Fitzpatrick,created,EUR,59.35,11.87,71.22,2026-03-03T17:28:02.982676Z
536,35064,"Patel, Grimes and Smith",confirmed,EUR,0.15,0.03,0.18,2026-03-03T17:28:02.996752Z
537,68224,Walker Group,invoiced,EUR,1.48,0.3,1.78,2026-03-03T17:28:03.077400Z
538,45497,Williams-Ross,paid,USD,0.83,0.06,0.89,2026-03-03T17:28:03.136820Z
539,48871,Potter Ltd,invoiced,GBP,7565.68,1513.14,9078.82,2026-03-03T17:28:03.173851Z
540,90368,"Barnett, Johnson and Flores",confirmed,USD,1.27,0.09,1.36,2026-03-03T17:28:03.201888Z
541,57016,Mcdonald and Sons,paid,EUR,803.0,160.6,963.6,2026-03-03T17:28:03.320574Z
542,72988,Martin and Sons,paid,GBP,59.04,11.81,70.85,2026-03-03T17:28:03.328441Z
543,94141,Davis Ltd,created,GBP,24534.0,4906.8,29440.8,2026-03-03T17:28:03.371412Z
544,97231,Rodriguez-Carr,confirmed,GBP,35743.0,7148.6,42891.6,2026-03-03T17:28:03.405823Z
545,38167,"Mcclain, Blackwell and Day",created,EUR,17578.2,3515.64,21093.84,2026-03-03T17:28:03.472565Z
546,11857,Sanders-English,created,GBP,1335.72,267.14,1602.86,2026-03-03T17:28:03.595623Z
547,15944,Warner LLC,created,EUR,15654.0,3130.8,18784.8,2026-03-03T17:28:03.641227Z
548,14428,Wagner and Sons,created,EUR,117.1,23.42,140.52,2026-03-03T17:28:03.724103Z
549,94868,Harrison Ltd,invoiced,EUR,6368.0,1273.6,7641.6,2026-03-03T17:28:03.715287Z
550,71858,Harris-Wood,paid,GBP,12784.0,2556.8,15340.8,2026-03-03T17:28:03.814084Z
551,77129,"Powers, Montoya and Smith",paid,EUR,198.26,39.65,237.91,2026-03-03T17:28:06.725686Z
552,12782,"Jones, Mason and Potter",invoiced,GBP,986.0,197.2,1183.2,2026-03-03T17:28:04.027336Z
553,71845,Gibson Group,created,GBP,5572.92,1114.58,6687.5,2026-03-03T17:28:04.020236Z
554,77550,Thompson-Ward,paid,EUR,29564.13,5912.83,35476.96,2026-03-03T17:28:06.789269Z
555,35342,Martin-Hoffman,created,USD,784.41,54.91,839.32,2026-03-03T17:28:04.171842Z
556,71967,Lutz PLC,paid,EUR,13192.0,2638.4,15830.4,2026-03-03T17:28:04.223512Z
557,13232,"Garcia, Grant and Schroeder",paid,USD,16109.9,1127.69,17237.59,2026-03-03T17:28:04.299716Z
558,60674,Gardner-Stone,paid,USD,2.63,0.18,2.81,2026-03-03T17:28:04.338898Z
559,12034,"Mckee, Salinas and Riddle",confirmed,EUR,551.0,110.2,661.2,2026-03-03T17:28:04.352723Z
560,93682,Alvarez Group,confirmed,USD,33078.08,2315.47,35393.55,2026-03-03T17:28:04.415689Z
561,87669,"Gonzalez, Castro and Gonzalez",created,EUR,0.78,0.16,0.94,2026-03-03T17:28:04.513803Z
562,58451,"Melton, Khan and Wilson",confirmed,GBP,1449.0,289.8,1738.8,2026-03-03T17:28:04.605372Z
563,78418,"Booth, Turner and Smith",paid,USD,928.97,65.03,994.0,2026-03-03T17:28:04.647344Z
564,48184,Haynes Inc,created,USD,0.72,0.05,0.77,2026-03-03T17:28:04.663282Z
565,93162,Lang-Downs,confirmed,EUR,0.88,0.18,1.06,2026-03-03T17:28:04.731111Z
566,73644,"Dorsey, Parker and Travis",confirmed,EUR,3564.92,712.98,4277.9,2026-03-03T17:28:04.762669Z
567,28644,Alvarez-Boyer,confirmed,EUR,3.1,0.62,3.72,2026-03-03T17:28:04.851795Z
568,23370,Medina Group,confirmed,EUR,198.0,39.6,237.6,2026-03-03T17:28:04.885855Z
569,91155,"Brown, Brown and Baker",confirmed,EUR,2082.2,416.44,2498.64,2026-03-03T17:28:04.916392Z
570,19993,Smith Inc,created,GBP,1.08,0.22,1.3,2026-03-03T17:28:05.001480Z
571,30002,Delacruz-Montgomery,paid,GBP,15846.0,3169.2,19015.2,2026-03-03T17:28:05.096582Z
572,37953,Stark-Hill,invoiced,USD,5771.0,403.97,6174.97,2026-03-03T17:28:05.116212Z
573,95317,Bender-Brown,paid,USD,4852.13,339.65,5191.78,2026-03-03T17:28:05.199673Z
574,50791,"Dunn, Garcia and Hall",confirmed,GBP,6965.24,1393.05,8358.29,2026-03-03T17:28:05.226977Z
575,49964,"Durham, Trujillo and Pennington",created,USD,2786.0,195.02,2981.02,2026-03-03T17:28:05.288607Z
576,87018,Gonzalez-Watkins,invoiced,USD,31962.9,2237.4,34200.3,2026-03-03T17:28:05.298013Z
577,61331,Miles-Peterson,created,EUR,3366.0,673.2,4039.2,2026-03-03T17:28:05.389930Z
578,48042,Lambert Ltd,confirmed,USD,3168.0,221.76,3389.76,2026-03-03T17:28:06.869085Z
579,51425,Colon-Bowen,paid,EUR,6493.76,1298.75,7792.51,2026-03-03T17:28:05.479101Z
580,78639,"Phillips, Guerra and Faulkner",paid,EUR,1276.74,255.35,1532.09,2026-03-03T17:28:05.522582Z
581,10906,Mitchell Group,confirmed,USD,0.25,0.02,0.27,2026-03-03T17:28:05.585804Z
582,36855,"Ewing, Randall and Greer",paid,EUR,2574.0,514.8,3088.8,2026-03-03T17:28:05.722246Z
583,80512,Roberts and Sons,confirmed,GBP,1.44,0.29,1.73,2026-03-03T17:28:05.713096Z
584,88071,"King, Jones and Phillips",confirmed,GBP,32759.06,6551.81,39310.87,2026-03-03T17:28:05.774028Z
585,18181,Cortez and Sons,invoiced,USD,27338.0,1913.66,29251.66,2026-03-03T17:28:05.795956Z
586,45869,Wolf PLC,invoiced,USD,13583.0,950.81,14533.81,2026-03-03T17:28:05.948273Z
587,52672,Pearson PLC,confirmed,USD,15980.0,1118.6,17098.6,2026-03-03T17:28:07.062872Z
588,62669,Robinson-Meadows,created,GBP,13979.94,2795.99,16775.93,2026-03-03T17:28:05.966069Z
589,25816,Schneider-Roberts,confirmed,USD,11757.0,822.99,12579.99,2026-03-03T17:28:06.082397Z
590,13291,Ryan Group,paid,USD,1450.93,101.57,1552.5,2026-03-03T17:28:06.086995Z
591,81917,Hunter-Ramos,paid,EUR,2.56,0.51,3.07,2026-03-03T17:28:07.330609Z
592,19519,Duffy-Martin,created,EUR,0.59,0.12,0.71,2026-03-03T17:28:06.230113Z
593,51341,Cooper-Glover,invoiced,USD,0.09,0.01,0.1,2026-03-03T17:28:06.288487Z
594,26484,Vega-Lee,created,GBP,2.31,0.46,2.77,2026-03-03T17:28:06.327431Z
595,56613,Day-Simon,paid,EUR,6521.0,1304.2,7825.2,2026-03-03T17:28:06.432095Z
596,62988,Pennington and Sons,paid,EUR,1.36,0.27,1.63,2026-03-03T17:28:06.463944Z
597,23307,Scott Inc,invoiced,GBP,2673.13,534.63,3207.76,2026-03-03T17:28:06.552939Z
598,23038,"Quinn, Holmes and Conley",confirmed,USD,3995.0,279.65,4274.65,2026-03-03T17:28:07.679637Z
599,14353,Martinez-Hamilton,paid,GBP,1798.85,359.77,2158.62,2026-03-03T17:28:07.738481Z
600,44680,Chen-Hernandez,paid,GBP,0.64,0.13,0.77,2026-03-03T17:28:06.632481Z
601,35253,"Bradley, Navarro and Rodriguez",created,GBP,6.0,1.2,7.2,2026-03-03T17:28:07.908239Z
602,62596,Cook Ltd,confirmed,GBP,290.0,58.0,348.0,2026-03-03T17:28:07.892492Z
603,31600,"Carroll, Griffin and Lane",created,GBP,24770.13,4954.03,29724.16,2026-03-03T17:28:07.912531Z
604,18403,Pruitt LLC,invoiced,GBP,27965.0,5593.0,33558.0,2026-03-03T17:28:07.900893Z
605,32573,"Morse, Payne and Garcia",invoiced,EUR,0.01,0.0,0.01,2026-03-03T17:28:07.856255Z
606,17392,Wade-Keller,created,EUR,11964.0,2392.8,14356.8,2026-03-03T17:28:07.904798Z
607,20252,Anderson Inc,confirmed,GBP,667.4,133.48,800.88,2026-03-03T17:28:07.875089Z
608,27212,"Dyer, Mccarthy and Washington",confirmed,GBP,2477.05,495.41,2972.46,2026-03-03T17:28:07.938892Z
609,92562,"Parker, Thompson and Holland",created,USD,1192.76,83.49,1276.25,2026-03-03T17:28:07.954549Z
610,68303,Parker-Ewing,created,EUR,1366.6,273.32,1639.92,2026-03-03T17:28:09.935231Z
611,81255,Soto-Ashley,created,GBP,25211.0,5042.2,30253.2,2026-03-03T17:28:07.942140Z
612,39506,Ayala PLC,created,GBP,59925.05,11985.01,71910.06,2026-03-03T17:28:07.894770Z
613,46338,French PLC,paid,EUR,1160.0,232.0,1392.0,2026-03-03T17:28:07.866498Z
614,43272,Morrison and Sons,paid,EUR,2.71,0.54,3.25,2026-03-03T17:28:07.889332Z
615,40287,Jones-Douglas,invoiced,EUR,8789.0,1757.8,10546.8,2026-03-03T17:28:07.936414Z
616,13497,"West, Montoya and White",confirmed,EUR,0.21,0.04,0.25,2026-03-03T17:28:07.974432Z
617,72079,Salas-Flores,paid,USD,0.04,0.0,0.04,2026-03-03T17:28:08.018697Z
618,70260,"Vance, Alexander and Edwards",confirmed,USD,3069.0,214.83,3283.83,2026-03-03T17:28:08.049804Z
619,76690,Singh Group,created,USD,0.71,0.05,0.76,2026-03-03T17:28:08.148165Z
620,39283,Romero-Franklin,paid,EUR,2641.0,528.2,3169.2,2026-03-03T17:28:08.225777Z
621,51195,"Hanson, Howard and Pitts",confirmed,USD,754.49,52.81,807.3,2026-03-03T17:28:09.989844Z
622,48745,Pollard Group,created,USD,41548.0,2908.36,44456.36,2026-03-03T17:28:08.296149Z
623,15930,Jackson-Brown,confirmed,USD,3.68,0.26,3.94,2026-03-03T17:28:08.366338Z
624,34798,Sanchez LLC,created,EUR,2.71,0.54,3.25,2026-03-03T17:28:08.391627Z
625,63591,George-Velazquez,invoiced,GBP,9809.0,1961.8,11770.8,2026-03-03T17:28:10.006943Z
626,57903,Walker Ltd,confirmed,EUR,1.09,0.22,1.31,2026-03-03T17:28:10.099188Z
627,42883,"Matthews, Martinez and Smith",invoiced,USD,0.76,0.05,0.81,2026-03-03T17:28:10.102517Z
628,62088,Pierce Ltd,paid,USD,34357.17,2405.0,36762.17,2026-03-03T17:28:08.663377Z
629,17075,Burns-Frost,invoiced,EUR,36754.0,7350.8,44104.8,2026-03-03T17:28:08.686730Z
630,69668,Middleton Inc,invoiced,GBP,14340.57,2868.11,17208.68,2026-03-03T17:28:08.750048Z
631,47120,Bradford-Thompson,created,USD,17579.35,1230.55,18809.9,2026-03-03T17:28:08.789799Z
632,58125,Arroyo Inc,confirmed,EUR,4179.0,835.8,5014.8,2026-03-03T17:28:10.169956Z
633,15828,Mooney-Monroe,created,GBP,0.37,0.07,0.44,2026-03-03T17:28:08.891840Z
634,26742,Banks Inc,paid,EUR,49538.0,9907.6,59445.6,2026-03-03T17:28:08.967903Z
635,55298,Strickland-Matthews,created,USD,19063.3,1334.43,20397.73,2026-03-03T17:28:08.987151Z
636,36188,Thompson PLC,invoiced,USD,27166.0,1901.62,29067.62,2026-03-03T17:28:09.017654Z
637,74363,Adams and Sons,invoiced,USD,0.13,0.01,0.14,2026-03-03T17:28:09.165901Z
638,92719,Kennedy LLC,created,GBP,0.04,0.01,0.05,2026-03-03T17:28:09.170427Z
639,90515,Sutton-Thomas,created,GBP,0.16,0.03,0.19,2026-03-03T17:28:09.211981Z
640,12375,"Bryant, Brown and Wolf",confirmed,GBP,3367.72,673.54,4041.26,2026-03-03T17:28:10.417823Z
641,60102,Silva Group,invoiced,USD,4.8,0.34,5.14,2026-03-03T17:28:09.332076Z
642,96567,Grimes-Wagner,created,EUR,0.23,0.05,0.28,2026-03-03T17:28:09.447831Z
643,82170,Gallagher-Peterson,created,USD,10948.28,766.38,11714.66,2026-03-03T17:28:09.450736Z
644,73649,Reynolds-Rodriguez,created,USD,20774.37,1454.21,22228.58,2026-03-03T17:28:09.468085Z
645,35842,"Hernandez, Parsons and Campbell",invoiced,USD,27166.82,1901.68,29068.5,2026-03-03T17:28:09.599136Z
646,85061,"French, Simon and Gilbert",created,EUR,397.8,79.56,477.36,2026-03-03T17:28:09.572556Z
647,96321,"Reed, Jones and Reyes",invoiced,EUR,1539.01,307.8,1846.81,2026-03-03T17:28:09.652694Z
648,94148,Duncan PLC,confirmed,USD,6336.0,443.52,6779.52,2026-03-03T17:28:10.843955Z
649,57021,Kelly PLC,created,USD,1.11,0.08,1.19,2026-03-03T17:28:09.745751Z
650,51144,"Sutton, Beard and Cole",created,EUR,0.01,0.0,0.01,2026-03-03T17:28:09.817736Z
651,15724,"Anderson, Johnson and Holt",confirmed,USD,14384.05,1006.88,15390.93,2026-03-03T17:28:13.107121Z
652,28858,"Lane, Schmidt and Allison",created,GBP,1990.0,398.0,2388.0,2026-03-03T17:28:11.003772Z
653,74661,"Jackson, Camacho and Ramos",created,EUR,13435.0,2687.0,16122.0,2026-03-03T17:28:13.192737Z
654,96487,"Cruz, Edwards and Fields",created,USD,0.41,0.03,0.44,2026-03-03T17:28:10.974572Z
655,14756,Mitchell Inc,confirmed,EUR,39950.0,7990.0,47940.0,2026-03-03T17:28:10.952222Z
656,97242,"Jennings, Duncan and Williams",created,EUR,2673.97,534.79,3208.76,2026-03-03T17:28:11.016459Z
657,88005,Mccormick-Stewart,paid,EUR,465.3,93.06,558.36,2026-03-03T17:28:13.273392Z
658,30037,Brown-Stone,created,EUR,841.87,168.37,1010.24,2026-03-03T17:28:10.997118Z
659,48296,Lee-Malone,confirmed,USD,1.62,0.11,1.73,2026-03-03T17:28:13.226351Z
660,12114,"Davidson, Gray and Rivers",created,USD,39151.0,2740.57,41891.57,2026-03-03T17:28:11.018763Z
661,32905,Collins-Miller,confirmed,EUR,6724.01,1344.8,8068.81,2026-03-03T17:28:11.027401Z
662,93177,Johnson LLC,paid,USD,0.22,0.02,0.24,2026-03-03T17:28:11.035560Z
663,90547,Ramos Ltd,confirmed,GBP,23176.84,4635.37,27812.21,2026-03-03T17:28:11.000306Z
664,77433,Mahoney-Garner,paid,EUR,5373.0,1074.6,6447.6,2026-03-03T17:28:11.045807Z
665,78321,"Perez, Wallace and Perez",invoiced,USD,1189.0,83.23,1272.23,2026-03-03T17:28:11.091942Z
666,69784,Hamilton-Mason,paid,EUR,2390.5,478.1,2868.6,2026-03-03T17:28:11.208605Z
667,23523,"Hamilton, Butler and Collins",confirmed,GBP,32762.2,6552.44,39314.64,2026-03-03T17:28:11.219011Z
668,70558,Smith and Sons,invoiced,EUR,6567.0,1313.4,7880.4,2026-03-03T17:28:11.253485Z
669,49566,"Meyer, Schneider and Turner",created,USD,1.92,0.13,2.05,2026-03-03T17:28:11.379845Z
670,84047,Mclaughlin-Gutierrez,invoiced,GBP,1073.3,214.66,1287.96,2026-03-03T17:28:13.299172Z
671,87003,Wall Ltd,confirmed,EUR,18377.21,3675.44,22052.65,2026-03-03T17:28:11.470720Z
672,12332,Lewis and Sons,paid,USD,29.5,2.07,31.57,2026-03-03T17:28:11.532168Z
673,79432,Griffin-Lopez,paid,EUR,0.4,0.08,0.48,2026-03-03T17:28:11.548576Z
674,63199,Miller and Sons,confirmed,USD,3183.0,222.81,3405.81,2026-03-03T17:28:11.669048Z
675,37071,Sullivan-Avery,confirmed,USD,7564.73,529.53,8094.26,2026-03-03T17:28:11.704161Z
676,13936,"Dean, Francis and Kelley",confirmed,GBP,27167.07,5433.41,32600.48,2026-03-03T17:28:11.716352Z
677,92493,Schneider Ltd,confirmed,USD,21573.0,1510.11,23083.11,2026-03-03T17:28:11.789918Z
678,24385,Smith-Fuentes,paid,GBP,0.98,0.2,1.18,2026-03-03T17:28:11.837794Z
679,95617,"Schmidt, Hughes and Gomez",confirmed,EUR,1218.0,243.6,1461.6,2026-03-03T17:28:11.924257Z
680,90278,York-Anderson,invoiced,EUR,4794.0,958.8,5752.8,2026-03-03T17:28:11.996460Z
681,64237,"Stewart, Lowery and Osborne",invoiced,USD,26565.0,1859.55,28424.55,2026-03-03T17:28:12.003104Z
682,79329,Gonzalez Inc,created,USD,19976.2,1398.33,21374.53,2026-03-03T17:28:12.037184Z
683,62098,Ramirez and Sons,paid,USD,3184.0,222.88,3406.88,2026-03-03T17:28:12.114325Z
684,60849,"Munoz, Galvan and Ryan",created,GBP,0.41,0.08,0.49,2026-03-03T17:28:12.171042Z
685,49003,Sanchez LLC,created,USD,3311.0,231.77,3542.77,2026-03-03T17:28:13.351042Z
686,78881,"Carter, Carter and Franco",paid,EUR,696.0,139.2,835.2,2026-03-03T17:28:12.309700Z
687,63164,Carson Group,invoiced,GBP,11426.55,2285.31,13711.86,2026-03-03T17:28:12.385410Z
688,45107,Montes-Wright,invoiced,EUR,1132.92,226.58,1359.5,2026-03-03T17:28:12.415623Z
689,89752,Shields Inc,confirmed,USD,4.05,0.28,4.33,2026-03-03T17:28:12.438014Z
690,52797,"Ford, White and Cortez",confirmed,GBP,57309.0,11461.8,68770.8,2026-03-03T17:28:12.492374Z
691,29672,Garcia LLC,created,GBP,6392.0,1278.4,7670.4,2026-03-03T17:28:12.556027Z
692,13108,"Giles, Anderson and Gibson",paid,GBP,40514.0,8102.8,48616.8,2026-03-03T17:28:12.615927Z
693,73151,Perkins LLC,paid,USD,3069.0,214.83,3283.83,2026-03-03T17:28:12.652107Z
694,71670,Townsend-Garcia,created,EUR,10387.0,2077.4,12464.4,2026-03-03T17:28:12.690945Z
695,53440,"Sanchez, Atkins and Kelley",confirmed,EUR,1.28,0.26,1.54,2026-03-03T17:28:12.830561Z
696,31980,Hogan Ltd,created,USD,26523.0,1856.61,28379.61,2026-03-03T17:28:12.813710Z
697,27928,"Brown, Mejia and Fuentes",confirmed,GBP,4379.76,875.95,5255.71,2026-03-03T17:28:12.899250Z
698,57386,Rangel-Gonzales,created,USD,30363.77,2125.46,32489.23,2026-03-03T17:28:12.999116Z
699,58107,Pruitt Ltd,paid,GBP,44309.04,8861.81,53170.85,2026-03-03T17:28:13.050598Z
700,31786,West and Sons,created,EUR,2.12,0.42,2.54,2026-03-03T17:28:13.099010Z
701,46645,Garcia-Buchanan,paid,USD,35156.86,2460.98,37617.84,2026-03-03T17:28:13.497261Z
702,24180,Johnson LLC,invoiced,USD,2973.2,208.12,3181.32,2026-03-03T17:28:13.468519Z
703,16570,Moore-Bonilla,paid,EUR,812.07,162.41,974.48,2026-03-03T17:28:13.569371Z
704,91609,Robbins-Knight,invoiced,GBP,39130.0,7826.0,46956.0,2026-03-03T17:28:13.634667Z
705,44004,Phillips Ltd,confirmed,USD,1.67,0.12,1.79,2026-03-03T17:28:13.674884Z
706,91869,Alvarado-Moss,created,GBP,8694.2,1738.84,10433.04,2026-03-03T17:28:13.689123Z
707,12312,"Chen, Rogers and Goodman",created,EUR,1.3,0.26,1.56,2026-03-03T17:28:13.788647Z
708,26306,"Decker, Newman and Carter",confirmed,USD,8557.0,598.99,9155.99,2026-03-03T17:28:13.889084Z
709,80013,"Adams, Wright and Jackson",confirmed,GBP,0.09,0.02,0.11,2026-03-03T17:28:13.867805Z
710,59883,"Hawkins, Vazquez and Gonzales",confirmed,USD,0.14,0.01,0.15,2026-03-03T17:28:16.225325Z
711,90576,Long-Coleman,invoiced,USD,0.57,0.04,0.61,2026-03-03T17:28:14.019190Z
712,48209,"Porter, Miller and Simmons",invoiced,EUR,23171.0,4634.2,27805.2,2026-03-03T17:28:14.109541Z
713,61131,"Mitchell, Mendoza and Powell",created,GBP,4577.0,915.4,5492.4,2026-03-03T17:28:16.266427Z
714,25347,Lynn Inc,paid,EUR,2.05,0.41,2.46,2026-03-03T17:28:14.188014Z
715,77260,Hernandez and Sons,created,EUR,0.24,0.05,0.29,2026-03-03T17:28:14.277775Z
716,31440,Harmon-Wright,confirmed,USD,1334.24,93.4,1427.64,2026-03-03T17:28:14.276160Z
717,41216,"Hernandez, Carrillo and Perez",created,USD,58.0,4.06,62.06,2026-03-03T17:28:14.336742Z
718,44113,"Walker, Washington and Anderson",created,USD,2189.0,153.23,2342.23,2026-03-03T17:28:14.355034Z
719,46227,"Rodriguez, White and Campbell",invoiced,EUR,1.07,0.21,1.28,2026-03-03T17:28:14.454281Z
720,30372,Adkins Group,paid,GBP,61119.0,12223.8,73342.8,2026-03-03T17:28:14.523275Z
721,30103,"Gutierrez, Hodges and Cooper",invoiced,EUR,31161.0,6232.2,37393.2,2026-03-03T17:28:14.611696Z
722,90006,"Hernandez, Torres and Patel",confirmed,USD,1276.0,89.32,1365.32,2026-03-03T17:28:14.652414Z
723,81119,Harris and Sons,invoiced,USD,3.76,0.26,4.02,2026-03-03T17:28:14.689644Z
724,48074,Love Ltd,paid,USD,232.0,16.24,248.24,2026-03-03T17:28:14.718070Z
725,21207,Williams-Spencer,created,GBP,11741.0,2348.2,14089.2,2026-03-03T17:28:14.739329Z
726,44515,Mullen-Ortiz,invoiced,USD,35243.14,2467.02,37710.16,2026-03-03T17:28:14.817576Z
727,79196,Stone Ltd,confirmed,EUR,19976.93,3995.39,23972.32,2026-03-03T17:28:14.863674Z
728,15323,Foley-Dawson,invoiced,USD,10360.13,725.21,11085.34,2026-03-03T17:28:14.927590Z
729,52896,Lane-Davis,created,USD,290.23,20.32,310.55,2026-03-03T17:28:15.052318Z
730,49749,Williamson PLC,confirmed,GBP,3980.09,796.02,4776.11,2026-03-03T17:28:15.080196Z
731,19096,"Herrera, Olsen and Garcia",invoiced,USD,6059.0,424.13,6483.13,2026-03-03T17:28:15.086227Z
732,96803,Gates Ltd,created,EUR,2.16,0.43,2.59,2026-03-03T17:28:15.185063Z
733,64643,"Hayes, Saunders and Hernandez",paid,EUR,147.4,29.48,176.88,2026-03-03T17:28:15.183026Z
734,99142,French-Pennington,paid,GBP,0.16,0.03,0.19,2026-03-03T17:28:15.251136Z
735,65805,Johnson Group,created,GBP,2.13,0.43,2.56,2026-03-03T17:28:15.314858Z
736,43160,Jones Group,paid,USD,3991.2,279.38,4270.58,2026-03-03T17:28:15.425518Z
737,10364,"Lopez, Lopez and Lee",created,USD,2.2,0.15,2.35,2026-03-03T17:28:15.457639Z
738,31468,Scott and Sons,confirmed,EUR,31161.0,6232.2,37393.2,2026-03-03T17:28:15.513354Z
739,35534,"Holt, Mendoza and Lopez",invoiced,GBP,7993.12,1598.62,9591.74,2026-03-03T17:28:15.610545Z
740,85342,Wilkinson LLC,invoiced,EUR,0.15,0.03,0.18,2026-03-03T17:28:15.583607Z
741,38945,"Hardy, Smith and Fisher",invoiced,GBP,1.06,0.21,1.27,2026-03-03T17:28:15.710174Z
742,64408,Taylor-Aguilar,paid,GBP,3980.8,796.16,4776.96,2026-03-03T17:28:15.719312Z
743,47229,"Proctor, Johnson and Coleman",paid,USD,0.94,0.07,1.01,2026-03-03T17:28:15.774280Z
744,50497,"Roth, Meyer and Guerra",confirmed,EUR,25945.0,5189.0,31134.0,2026-03-03T17:28:16.900085Z
745,38912,"Contreras, Richardson and Whitehead",created,GBP,4465.99,893.2,5359.19,2026-03-03T17:28:15.940140Z
746,65547,"Moore, Gibbs and Cunningham",paid,EUR,3.24,0.65,3.89,2026-03-03T17:28:16.001105Z
747,49128,"Wilson, West and Roberts",created,EUR,4258.01,851.6,5109.61,2026-03-03T17:28:16.059882Z
748,19369,Herring LLC,invoiced,USD,8757.84,613.05,9370.89,2026-03-03T17:28:16.095498Z
749,69757,"Davenport, Fischer and Jackson",invoiced,USD,7164.0,501.48,7665.48,2026-03-03T17:28:16.129174Z
750,52822,Taylor-Allen,confirmed,EUR,642.83,128.57,771.4,2026-03-03T17:28:16.148401Z
751,78157,Davies LLC,created,USD,495.0,34.65,529.65,2026-03-03T17:28:17.077755Z
752,77690,"Johnson, Kent and Long",created,USD,995.0,69.65,1064.65,2026-03-03T17:28:17.033573Z
753,57824,Hendricks LLC,confirmed,GBP,2397.0,479.4,2876.4,2026-03-03T17:28:17.087094Z
754,33511,"Jimenez, Taylor and Henson",invoiced,USD,3735.0,261.45,3996.45,2026-03-03T17:28:17.074536Z
755,78326,Cook-Brown,invoiced,GBP,32759.35,6551.87,39311.22,2026-03-03T17:28:17.040385Z
756,70187,Williamson-Franklin,confirmed,GBP,39347.0,7869.4,47216.4,2026-03-03T17:28:17.019143Z
757,61955,"Lopez, Lee and Cervantes",paid,USD,0.99,0.07,1.06,2026-03-03T17:28:19.238740Z
758,53421,Cervantes PLC,created,USD,2283.0,159.81,2442.81,2026-03-03T17:28:17.029906Z
759,17739,"Jones, Velazquez and Logan",paid,EUR,0.21,0.04,0.25,2026-03-03T17:28:19.211148Z
760,27586,Atkins Inc,paid,USD,199.0,13.93,212.93,2026-03-03T17:28:17.069437Z
761,39496,"Norman, Walker and Scott",invoiced,EUR,0.14,0.03,0.17,2026-03-03T17:28:17.091921Z
762,93240,Zavala-Price,invoiced,GBP,1943.25,388.65,2331.9,2026-03-03T17:28:17.100864Z
763,91371,Waller Inc,paid,USD,37554.92,2628.84,40183.76,2026-03-03T17:28:17.089384Z
764,97588,Jones Group,confirmed,GBP,3631.84,726.37,4358.21,2026-03-03T17:28:17.147696Z
765,14389,Sanchez-Hill,invoiced,USD,0.05,0.0,0.05,2026-03-03T17:28:17.224991Z
